Id,TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
327,Noturno,Solteiro(a),Masculino,2018-02-28,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
328,Noturno,Solteiro(a),Masculino,2018-02-28,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
329,Noturno,Solteiro(a),Masculino,2018-02-28,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
330,Matutino,Casado(a),Masculino,2018-02-28,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
331,Matutino,Solteiro(a),Masculino,2018-02-28,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
332,Matutino,Solteiro(a),Masculino,2018-02-28,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
333,Noturno,Solteiro(a),Masculino,2018-02-28,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - I MÓDULO,Informática
334,Noturno,Solteiro(a),Masculino,2018-02-28,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - I MÓDULO,Informática
335,Noturno,Solteiro(a),Feminino,2018-02-27,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA - MÓDULO I,Saúde
336,Matutino,Solteiro(a),Masculino,2018-02-27,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
337,Matutino,Solteiro(a),Masculino,2018-02-27,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
338,Noturno,Solteiro(a),Masculino,2018-02-27,Mudança de Município,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
339,Noturno,Solteiro(a),Masculino,2018-02-27,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
340,Matutino,Casado(a),Masculino,2018-02-27,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
341,Noturno,Solteiro(a),Feminino,2018-02-26,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA - MÓDULO I,Saúde
342,Noturno,Casado(a),Masculino,2018-02-26,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
343,Noturno,Solteiro(a),Masculino,2018-02-26,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
344,Noturno,Casado(a),Masculino,2018-02-24,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
345,Noturno,Solteiro(a),Masculino,2018-02-23,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
346,Matutino,Solteiro(a),Masculino,2018-02-23,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
347,Matutino,Solteiro(a),Masculino,2018-02-23,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
348,Matutino,Solteiro(a),Masculino,2018-02-23,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
349,Noturno,Solteiro(a),Masculino,2018-02-22,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
350,Noturno,Solteiro(a),Masculino,2018-02-22,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
351,Noturno,Solteiro(a),Masculino,2018-02-22,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
352,Matutino,Solteiro(a),Feminino,2018-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
353,Matutino,Solteiro(a),Feminino,2018-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
354,Noturno,Casado(a),Feminino,2018-02-21,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA - MÓDULO I,Saúde
355,Noturno,Casado(a),Feminino,2018-02-21,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM ESTÉTICA E COSMÉTICA - MÓDULO I,Saúde
356,Matutino,Solteiro(a),Masculino,2018-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
357,Noturno,Solteiro(a),Masculino,2018-02-21,Alteração de Horário,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
358,Matutino,Solteiro(a),Masculino,2018-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
359,Noturno,Solteiro(a),Masculino,2018-02-21,Alteração de Horário,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
360,Matutino,Solteiro(a),Masculino,2018-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
361,Matutino,Solteiro(a),Masculino,2018-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
362,Matutino,Solteiro(a),Masculino,2018-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
363,Matutino,Solteiro(a),Masculino,2018-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
364,Matutino,Solteiro(a),Masculino,2018-02-21,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
365,Matutino,Solteiro(a),Masculino,2018-02-21,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
366,Noturno,Solteiro(a),Masculino,2018-02-15,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
367,Noturno,Solteiro(a),Masculino,2018-02-15,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
368,Noturno,Solteiro(a),Masculino,2018-02-09,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
369,Noturno,Solteiro(a),Masculino,2018-02-09,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
370,Matutino,Solteiro(a),Masculino,2018-02-07,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
371,Matutino,Solteiro(a),Masculino,2018-02-06,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
372,Noturno,Casado(a),Masculino,2018-02-06,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
373,Noturno,Casado(a),Masculino,2018-02-06,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
374,Noturno,Solteiro(a),Feminino,2018-01-30,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM FOTOGRAFIA - I MÓDULO ,Artes
375,Noturno,Solteiro(a),Feminino,2018-01-30,Cancelamento da Programação,CURSO SUPERIOR DE TECNOLOGIA EM FOTOGRAFIA - I MÓDULO ,Artes
376,Noturno,Solteiro(a),Feminino,2018-01-16,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - CONCLUSÃO - V MÓDULO,Design
377,Matutino,Solteiro(a),Masculino,2017-11-28,Não se adaptou a metodologia,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
378,Matutino,Solteiro(a),Masculino,2017-11-27,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
379,Noturno,Solteiro(a),Masculino,2017-11-21,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
380,Matutino,Solteiro(a),Masculino,2017-11-10,Mudança de Município,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
381,Noturno,Solteiro(a),Masculino,2017-11-10,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
382,Noturno,Solteiro(a),Masculino,2017-11-09,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
383,Noturno,Casado(a),Masculino,2017-10-30,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  IV MÓDULO,Design
384,Matutino,Casado(a),Masculino,2017-10-30,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
385,Noturno,Solteiro(a),Feminino,2017-10-17,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
386,Noturno,Casado(a),Masculino,2017-10-17,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
387,Noturno,Solteiro(a),Masculino,2017-10-11,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
388,Matutino,Solteiro(a),Masculino,2017-10-10,Dificuldades Financeiras,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
389,Matutino,Solteiro(a),Masculino,2017-10-10,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
390,Matutino,Casado(a),Feminino,2017-10-09,Motivo de Saúde,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
391,Matutino,Casado(a),Feminino,2017-10-09,Motivo de Saúde,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
392,Noturno,Solteiro(a),Masculino,2017-10-04,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
393,Noturno,Solteiro(a),Feminino,2017-10-03,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  IV MÓDULO,Design
394,Noturno,Solteiro(a),Masculino,2017-10-03,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
395,Noturno,Casado(a),Feminino,2017-10-03,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
396,Matutino,Solteiro(a),Feminino,2017-10-03,Não se identificou com o curso,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
397,Noturno,Solteiro(a),Masculino,2017-10-02,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
398,Noturno,Solteiro(a),Masculino,2017-10-02,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
399,Matutino,Casado(a),Masculino,2017-10-02,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
400,Matutino,Casado(a),Masculino,2017-10-02,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
401,Matutino,Solteiro(a),Masculino,2017-09-29,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
402,Noturno,Solteiro(a),Masculino,2017-09-25,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
403,Noturno,Solteiro(a),Masculino,2017-09-25,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
404,Noturno,Solteiro(a),Masculino,2017-09-25,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
405,Noturno,Solteiro(a),Masculino,2017-09-25,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
406,Noturno,Solteiro(a),Feminino,2017-09-25,Mudança de Município,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
407,Matutino,Solteiro(a),Masculino,2017-09-25,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
408,Matutino,Solteiro(a),Masculino,2017-09-21,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
409,Noturno,Solteiro(a),Masculino,2017-09-20,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
410,Noturno,Solteiro(a),Masculino,2017-09-19,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
411,Noturno,Solteiro(a),Masculino,2017-09-19,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
412,Noturno,Solteiro(a),Masculino,2017-09-19,Cancelamento da Programação,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
413,Noturno,Solteiro(a),Masculino,2017-09-14,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
414,Noturno,Solteiro(a),Masculino,2017-09-11,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
415,Noturno,Solteiro(a),Masculino,2017-09-11,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
416,Noturno,Solteiro(a),Masculino,2017-09-10,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
417,Noturno,Solteiro(a),Masculino,2017-09-06,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
418,Noturno,Solteiro(a),Masculino,2017-09-06,Dificuldades Financeiras,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO III,Informática
419,Noturno,Solteiro(a),Masculino,2017-09-05,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
420,Noturno,Solteiro(a),Feminino,2017-09-04,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
421,Noturno,Solteiro(a),Feminino,2017-09-04,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
422,Matutino,Solteiro(a),Masculino,2017-09-01,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
423,Matutino,Solteiro(a),Masculino,2017-09-01,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
424,Noturno,Solteiro(a),Masculino,2017-08-31,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  IV MÓDULO,Design
425,Noturno,Solteiro(a),Masculino,2017-08-31,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
426,Matutino,Solteiro(a),Masculino,2017-08-31,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
427,Matutino,Solteiro(a),Masculino,2017-08-30,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
428,Matutino,Solteiro(a),Masculino,2017-08-30,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
429,Noturno,Solteiro(a),Masculino,2017-08-29,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
430,Noturno,Solteiro(a),Masculino,2017-08-29,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
431,Noturno,Solteiro(a),Masculino,2017-08-29,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
432,Noturno,Casado(a),Feminino,2017-08-29,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
433,Noturno,Solteiro(a),Masculino,2017-08-29,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
434,Noturno,Casado(a),Feminino,2017-08-29,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
435,Noturno,Solteiro(a),Masculino,2017-08-29,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
436,Noturno,Solteiro(a),Masculino,2017-08-28,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
437,Noturno,Solteiro(a),Masculino,2017-08-28,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
438,Noturno,Solteiro(a),Masculino,2017-08-28,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
439,Noturno,Solteiro(a),Masculino,2017-08-25,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
440,Noturno,Solteiro(a),Feminino,2017-08-23,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
441,Noturno,Solteiro(a),Masculino,2017-08-22,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
442,Matutino,Solteiro(a),Masculino,2017-08-21,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
443,Noturno,Solteiro(a),Masculino,2017-08-16,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
444,Noturno,Solteiro(a),Masculino,2017-08-16,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
445,Matutino,Solteiro(a),Masculino,2017-08-15,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
446,Matutino,Solteiro(a),Masculino,2017-08-15,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
447,Noturno,Solteiro(a),Feminino,2017-08-10,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
448,Noturno,Solteiro(a),Feminino,2017-08-10,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
449,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
450,Noturno,Solteiro(a),Feminino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
451,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
452,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
453,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
454,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
455,Noturno,Solteiro(a),Feminino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
456,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
457,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
458,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
459,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
460,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
461,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
462,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
463,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
464,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
465,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
466,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
467,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
468,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
469,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
470,Noturno,Solteiro(a),Masculino,2017-08-09,Adiamento da Programação,Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
471,Noturno,Solteiro(a),Masculino,2017-08-08,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
472,Noturno,Solteiro(a),Masculino,2017-08-08,Cancelamento da Programação,Superior de Tecnologia em Gestão Ambiental - 1° Módulo ,Meio Ambiente (Ambiente e Saúde)
473,Matutino,Solteiro(a),Masculino,2017-06-20,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
474,Matutino,Solteiro(a),Masculino,2017-06-07,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
475,Noturno,Solteiro(a),Feminino,2017-06-05,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
476,Matutino,Solteiro(a),Masculino,2017-06-05,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 5,Informática
477,Matutino,Divorciado(a),Masculino,2017-05-31,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
478,Matutino,Solteiro(a),Feminino,2017-05-16,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
479,Noturno,Solteiro(a),Masculino,2017-05-15,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
480,Noturno,Divorciado(a),Masculino,2017-05-12,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
481,Noturno,Solteiro(a),Masculino,2017-05-10,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
482,Matutino,Solteiro(a),Masculino,2017-05-05,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - III Módulo,Design
483,Noturno,Solteiro(a),Feminino,2017-04-28,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
484,Noturno,Solteiro(a),Masculino,2017-04-27,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
485,Noturno,Solteiro(a),Masculino,2017-04-24,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
486,Noturno,Solteiro(a),Masculino,2017-04-17,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
487,Matutino,Solteiro(a),Feminino,2017-04-07,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
488,Matutino,Solteiro(a),Masculino,2017-04-03,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
489,Noturno,Solteiro(a),Masculino,2017-04-03,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - I MÓDULO,Informática
490,Noturno,Casado(a),Masculino,2017-04-03,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
491,Noturno,Casado(a),Masculino,2017-03-31,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
492,Noturno,Solteiro(a),Masculino,2017-03-29,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
493,Noturno,Casado(a),Masculino,2017-03-27,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
